polarity,text
1,"chico and del! you guys are the best! DEL,i love the way you giggles. you remind me of someone!  hihi."
0,Neccy stood me up  Guess he's busy!
0,is back! busy chatting with my friend in canada.. miss him na..  http://plurk.com/p/z2f05
0,Woke up tired as hell...only got 4 hours sleep...and thats after 2 hrs in the gym and 2 hrs in the pool...now I'm at work 
0,@Viriiguy hooray but you need money to move stuff. I tried writing motherlode on my forehead but nothing happened 
0,"@megrayner I know I know! I did get some great things.  I played dress ups to photograph them, and will blog them tonight. No flower news "
1,chevy camaro for sweet 16?  oh yes mom that sounds like a great car haa
0,"Miss my friend David from MÃ³stoles, Spain "
1,county fair 
1,My new blog post on Free Pet Zone.  Check it out here http://bit.ly/u4VlC  
1,"@sugarbritchesyo yep, I confess...I'm Mom_O  glad you like it! read www.joshonblogger.blogspot.com for his blog about my pregnancy - funny"
0,is nursing my daughter as she has a migraine 
1,@NiqqiB youre missed and needed and beeyoutiful 
0,is missing @juanoq17 &amp; doesn't want to think about packing tomorrow ! 
1,Visit my newly-renovated blog site tralalara.co.uk 
1,@Sassansupra man i hate when that happens glad to hear that your alive though. tht good. 
1,"Already been in train, ready to leave jogja at 8pm  miss you home!"
0,@lancearmstrong YOU and YOUR ENTIRE LIVESTRONG TEAM HAVE DISAPPOINTED ME  
1,Today is pear cider weather 
0,Some lady on the metro bus made me feel really really old... 
0,@Dave_Annable aww  get some good rest soon.
1,"really enjoyed the bird walk this morning . . . a bit less rain and wind would have been nice though. Loving herons, very sleazy looking "
0,As I sit in traffic I ponder: This is the longest I've had my nose ring out since I've gotten it. 2 days.  I miss it.
1,@anbudan_BALA Remember that you can still do quite a number of work without bribing any one   provided you know few tricks
1,@AnnieD1 OMG it was insane last night! Will put my pix and vids up on FB 
1,"Movies + Shopping, with Karlia was stacks of fun.  Ghost of a girlfriends past is funny as, finally got the DVD+Tops+Art diary (Y)"
0,Missing every part of you right now!!!!!  xxxxx
0,"global warming was nice, but global cooling is back on. "
1,Katy Perry - thinking of you. lovely lovely song and lyrics  XxXx.
1,@dougpete Well I am back. And thinking about things. And reflecting a little. Hope your weekend is treating you well. 
1,@IrishMel21 And I think their whole crew is there or on their way...or at least the one's tweeting 
1,I feel like going on blogtv  but I can't right now 
0,"@Dits I don't play TF2 any more but still watch those vids. I need a pc, the 360 version was unloved "
1,@talkaboutjohn he gets in at 6 or 7 i think - it says on the calendar allan 1 - 7 so i suppose that means work since he left at 1 
1,@samueljayanth Great song that 
1,Half stick of cigs pa lang pala ako today. Hmm.. after 10 minutes 1 1/2 na 
0,Sad my iPod won't charge as fast as i want it to  &amp; mad at myself for napping yesterday... Tonight i can't sleep &amp; i have a long/busy day
0,@_Trystianity_ you got some sexy pics girl!!!  Love the eyebrow piercing!  I used to have a ton of piercings now I only have my ears  lol
1,@MzKecia thnx boo 
0,@davidpotts it's not the 17th in the USA 
1,"Congrats to #BrandonFlowers, who is expecting his second child. "
0,Wants to go to the MTV Movie Awards  But instead will have to go to sleep in like 2 hours then get up for exams.
1,cameras and makeover at newtown tomorrow 
1,3tera - Cloud computing for web applications http://3tera.com. #datacenter coming soon in India too 
1,Longest 'nap' evar. Bizzare tease dream. Plot: crew and I build &amp; board DIY SPACEROCKET because Burning Man held ON MARS this year. Rad. 
0,My good old Lexmark MFC-210C is broke 
1,"&quot;No Racial&quot; is the 2009 &quot;No Homo&quot;.....oh, how I wish Jae was on Twitter! Youtube &quot;No Racial&quot;...its really good if your racist like me. "
0,is not sleeping because he has paperwork to do. 
0,Under sooooo much stress lately 
0,Sneaking some computer tme while the family plays t ball. I am in the middle of cleaning 
1,@mileycyrus i just voted for you in all your ten nominations for the TCA 
1,@ronbullis -nice! I owned a 04 ION also before I got the Astra in Feb.  You are a trendsetter for sure! 
1,http://is.gd/LED9 - YES PLEASE. I want it on osx somehow - I dont care how 
0,there isn't any good food in my house  im hungry
1,New song up on purevolume.com/gocrashaudio. Check it out and then give love before the bullet meets brain 
1,@Sonja_Foust: But hey you got a free ipod touch to play with!  I want a free ipod touch! Mostly I just want a working ipod again...
0,fukk i have to brush out her curl 'fro today... not looking forward to that 
0,missing derby for work again 
1,Ceremony in 20 mins 
0,has not had the time to watch the latest episode of 90210 yet. 
0,my computer made  some weird loud noise while i was very focused writing a paper. i almost had a heart attack 
1,http://twitpic.com/4w6lf - BBQ time again. 
1,@World_Voice not much going on today in my head... been a long week..  i'm ready for a longer weekend
0,Awwwww I feel Ewan McGregors paaaain  but LOL at what I thought was a midget in a cage!
0,1st few hours of the summer holidays and i'm bored out of my tree already... 
0,laying in bed. sick  and thinking about him
0,I feel rather poorly 
1,Pretty sure I'm recommending duplicates now. My apologies to any overlooked &amp; thanks to ALL for the follow friday recommeneds! 
0,"Just woke up and its soo hot in this house, went to turn on ac and its not working   Darn thing is going to suck my money dry."
0,"@devilgossip  boo for bitterness, but at least you have good mood music."
0,I've so many thing to do but so little time 
1,"picked some cherries earlier but now headed towards the baseball stadium to see the san jose giants, single a baseball's fun! "
1,Off to have a shower &amp; make myself look handsome - brb unless there's a queue at the plastic surgeon's...  
1,Guess what guys!! I GOT GREEN DAY TICKETS! 
1,woah waaaaaaay too much excitement for one day   more please.
1,"Signing off folk, might be back on later! "
1,just finished the photo shoot   - what a day
1,"wow, im actually pretty drunk "
0,@lJAYJAYl that's awesome! I left my victorias secret bag on the train saturday.... RIP to my stuff. Lol 
0,Thank fu*k for annual leave!! Now what to do.... 
0,has to kill time downtown.   Come hang out!
1,@justjussi http://twitpic.com/6bkwb - Mr Bengal looks very cosy 
1,"@mileycyrus , wow miley you looked fab at the mtv awards "
0,I miss my Leonardo 
0,@NTyrer Unfortunately not u then!!!! 
1,@JessMcFlyxxx yeaahh xD i think one of them are dancing!! A little kid! woo!  xx
1,"I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!"
1,Finished mix cds for @marshwee  embarrassed that caffeine elevates my mood so much :-|
0,@Hustlaaa yee  + im going to germany tomorrow ! so i hope im feeling alright tomorrow morning
0,i hate when things can be so out of your control 
0,@mjb__ yer but he's going with Jodie so I canny go with him :/ Im just really scared haha 
0,@_hayles  Hi hun!!! Yeah still nice not for much longer though apparantley  hows U ?xxxx
1,@IAmTam ha ha! I am the same way! My Anoop fan friends call me a vampire cause I stay up all night and sleep half the day! 
1,Hillsong! 
1,"has dance till 1230, then around. text "
0,My fone took a fall moments ago 
1,is back in shah alam 
0,oh... almost forgot #squarespace for the day. head still hurts. 
0,Finally I saw 5 episodes of Harper's Island. It's amazing this show.ï¿½Who is the killer?Ahhh...it's a secret.. 
1,GOOD MORNING TWTTRPPL 
1,Hi  just came from school....how tiring but enjoyable 
1,"Im bored ! my little brother is watching a program on cartoon network , fun !nï¿½t. I want the tv AND the computer ! omgosh , THATS FEAR "
1,@meikoseymour true. Butttttt I do have other friends too. 
0,"Oh man i want to open my own coffeeshop but without money, no way. Oh i want to be a millionaire "
0,"@ImWendy yeah iam thinking that too  last night tonight for 2 though,happy in one way but will miss not talking "
1,im not tired. just plain lazy. ngeee~ 
1,@mummytips That is very true. I only saw it on Nursery online. You are very smart. 
1,Found more pins in her her while showering. And is bitter josh won't be at js. And prom rocked 
0,the sims 3 oh the sims 3 
1,@Upstatemomof3 I think you mentioned that 
0,@michxxblc I'm sorry! I wish you could go! 
0,"@finding_jay: I'm sorry I wasn't there, bb.  FAIL WIFE IS FULL OF FAIL. I love you so much."
1,"@lilyroseallen ah, how lovely  i hope you have a peaceful and relaxing day! truly cannot wait to see you in australia. x"
1,Happy Sunday! Heading out for fun in the sun... oh wait fun in the morning clouds 
0,"I'm up so early...btw, Year One was the worst movie ever. It wasn't funny at all. I wasted the little money I have. "
0,i dont like being in my friends bad books  i know i can be horrid when i drink too much wine but i don't mean it 
1,"@priorycricketer Not biscuits, but most definitely lots of love and fuss.   She and our other dog Bailey do have the occasional treat."
0,"Rachel, Turner, Me, and an empty seat. "
0,about to take a test. hopefully swimming again today! sad that jon and kate are getting divorced 
0,@jenncutter eeep! sewer backup?? Glad to hear everything was saved! Basement cleanup is never fun 
0,I wonder if that feeling of a gaping hole in my chest will ever go away...  
0,@elle_blessing yea hes working our house is wired bad  the guy said its the oldest system hes ever worked on
0,@green_flash you make me sad for good people. If you can't be taken care of I have no hope 
0,I hope you'll really quit smoking. 
0,"@Justifiedgirlyy haha, i didnt hear.  touche."
0,Revision Sucks 
0,@missjanelle I wish I had answers and/or a surefire miracle essay cure for you! But I don't. 
0,Ok ~ remember the severe thunder/lightening storms this morning we had here with the 60 mph winds? They're BACK!! Lights are flickering. 
0,@lancearmstrong I'm surprised that this doesn't happen more often.  VA and other military hospitals get some bottom of the barrel doctors 
0,"What a week.... Vacation, moving, surgery, funerals... I adore sleep now more than evar "
0,Blah for 10 hr work day. I want to go back to bed 
0,"Man, I was upset @ my aunty when she clld this morning wakin me up.... until she told me it was Tuesday ... "
0,Just spent 2 precious full days at a methdone course. There goes my weekend... I want my weekend back! 
1,@LovingThisTee hey great write up! http://tinyurl.com/m4z6jf thanks a lot 
0,@justinbieber i wish i could call the number! but i live in Holland 
1,i want branko branko to drive my limo 
0,"Texted the cock, not in tomorrow. Just had to break up a cat fight, my heart is pounding, my poor baby cat came of worse "
1,@jchavezloeza ugh. I hate that I kinda was into him. I haven't been into someone in whole long while. Suck it. Ha! He won't!!! Jjjkk  not!
0,superduper sad that this very exciting/interesting 10-day break is soon comin' to an end!  &amp; i've still yet to see a bunch of ppl! boo! :/
1,@brookecoin Like this you say? http://bit.ly/15GrQC  
0,Booo this weather makes me tired 
1,"Had a good day today, really warm, i hope it stays like this for the weekend "
1,watching up trailers. i wanna see that movie so badly 
1,"@LesleyER @NaomiER Just finished voting! im about to go to sleep, I know u ladies had an amazing show! Cant wait for the album may 26!!! "
